x,y,z
97823.4029,113763.2331,8
103246.347,107568.703,80.25
101971.323,103323.597,7.5
95411.79,89348.414,10
97903.682,103276.317,23.9804694
96336.6899,101706.8729,8
101174.311,114651.005,22.1807471
99014.272,117036.188,12
100384.449,105875.931,26.8798761
96251.6955,88618.6559,34.9172168
88113.234,105085.535,11.7
98988.487,106121.645,23.0942282
94765.789,96169.233,42.2565331
103282.961,113770.485,74.3438233
95551.659,113420.007,73.6896257
103998.851,109080.444,213.9935645
90927.948,101126.836,7
97551.322,96367.342,9
101828.678,103121.108,19.5543968
105651.113,110007.062,7
99630.03,106703.823,90.6814181
97027.922,116727.447,47.3944099
103051.89,106051.81,15
96035.508,106592.095,49.7244533
97740.646,91699.143,165.1469148
99560.118,113508.608,17
95223.9,101673.319,11.6
101004.234,96430.438,396.4840676
97856.792,93677.728,16.2
99737.269,113682.402,20.894187
87108.1591,100285.8964,7
96781.335,90066.799,77.9612752
97880.893,93435.876,13.9
96749.3565,105313.9034,17
99998.413,113966.544,19.7001851
105023.916,112902.41,11.9
95748.646,93339.993,13
104061.59,123446.719,56.2862432
93982.14,107591.428,39.1087936
96048.16,100210.254,64.7277081
93195.022,97390.755,23.6620158
100487.2241,103930.8045,16.5
91827.35,109020.164,31.0397327
90567.9371,98848.506,14
100488.908,114609.969,72.1082661
100705.9037,122516.9146,29.767395
95784.792,117796.095,12.7
104255.182,116378.564,37.4234049
92559.096,104674.916,102.3926959
98115.782,91514.553,9.8
93254.627,97086.754,13.8
102126.775,104683.008,21.0556502
96767.665,118152.562,12.6
98439.721,106127.491,14.9
98329.346,116104.66,14
101300.3715,116192.6916,21.0556502
101626.273,105229.068,144
98635.7298,106949.5524,13
94499.40699999,86583.6941,19.7003034
94445.21999999,101408.853,11.3
94424.633,101993.911,19.5587308
97612.822,92171.128,206.5937052
95189.768,89571.268,12
96769.198,95010.469,13
96959.014,117274.467,76.439438
105449.788,112538.195,51.9239376
92730.928,97127.829,39.2012537
104810.342,110015.755,68.6926628
95164.482,95971.272,23.0610718
91851.916,98147.865,7
95417.067,89348.495,50.4511069
101285.048,113697.091,116.0706413
101278.978,111836.275,24.754205
94212.505,110218.414,22.2849798
97159.889,95941.141,19.0646299
104123.885,121309.712,159.0796275
101271.946,100771.058,27.3465492
85181.311,101582.279,37.318451
95084.138,102838.735,25.0333544
95446.172,89401.08,28.2737313
91043.58575697,94720.33750316,41.3391976
86527.736,104241.481,16.3
97587.066,92261.856,134.5777043
97720.442,91772.907,66.9700916
97918.898,93358.693,33.4711421
100975.592,117550.055,24.3190581
98665.231,95851.887,9
98700.071,104133.403,115.674235
100882.193,117356.607,12
103939.272,122683.269,51.1211922
104491.651,110057.485,24.7556926
100916.701,105863.431,42.017349
99587.281,113495.936,7.3
90391.525,104915.811,12
98366.378,92988.199,17
101355.681,99081.025,24.6935325
91812.855,110397.169,37.7095546
98895.232,93918.155,10
97674.631,91487.72,148.2802907
85842.4641,103789.189,12
105508.84,112164.303,33.2619787
96173.234,113179.116,17
90014.636,99267.094,8
91563.74027339,90479.40440294,7
92771.57,103446.583,17
101131.3875,100105.9977,41.3391976
101557.095,100425.088,8
92434.316,114028.83,86.9088302
97875.3482,107920.9718,44.4426092
100624.745,115070.473,31.6768881
105812.15,108015.631,13
94960.114,115826.744,63.432974
97522.115,91443.713,9.4
94181.31,108436.605,8.5
94732.85,104254.48,26.7698924
105383.121,114481.041,26.1341691
98781.531,90703.034,15
104824.991,115513.341,29.7579186
100482.8109,98840.2409,12
94201.365,112232.9559,7
100780.408,98491.637,67.8309525
105445.232,111402.366,50.8122027
99571.534,113425.145,11
102888.102,115572.648,18.740763
101114.3006,100925.754,21.0556502
91616.482,96433.452,20.5861284
100200.007,97029.816,114.5464792
89413.115,100748.96,17
89917.893,105671.831,10
100586.246,110020.163,12.5
100950.929,117408.274,24.6945153
95206.231,102717.403,48.4489232
89944.1539,97813.4645,31.0397327
93946.142,95478.779,29.3469893
97841.804,100744.098,43.622723
97732.064,113947.16,68.2454504
98637.926,107718.333,64.0729329
96616.796,96755.668,13
100517.278,110512.369,42.763668
101287.047,99602.105,339.6599373
96157.391,108849.435,11
102620.5392616,112037.12863917,93.0131946
102977.577,106100.19,25.4477097
101380.61,112420.7198,11
96799.123,118200.572,103.8600011
101351.654,100143.218,38.2006178
99124.168,105787.681,77.6563829
97174.763,95825.194,17
95748.927,93193.896,60.509869
97558.832,92317.149,68.2647089
88772.7882,98435.12409999,22.2849798
96932.373,112490.644,77.2192154
103604.14,118095.5,17
89687.182,101983.17,60.6173627
101451.6,99750.867,16
100780.513,96763.255,212.4109237
97181.303,95930.09,74.2818052
97567.83,92290.521,14
98778.947,93894.539,11.5
96884.137,95919.659,15.3
101158.4529,110823.1513,21.0556502
96034.339,114457.566,70
95205.432,114224.963,21.079222
95325.953,89349.96,10
101377.28,111115.52,74.8977476
98898.089,107629.784,254.5241385
102598.869,107005.95,183.6
94529.059,107878.905,48.6267493
94396.438,95286.937,62.0732634
104646.089,113344.771,165.9254515
102930.935,114840.58,15
104526.569,122229.752,6.4
101283.7616,113494.3152,40.2637063
96547.869,114270.151,13
96760.715,118104.421,37.434468
86442.195,104035.07,14
98686.61,98411.73,41.9159644
94739.16,94336.409,18.684487
101741.218,103011.771,17
105839.802,111975.342,8
103552.119,108421.346,13
95612.932,117443.942,12.2
90699.536,99155.18,49.4042399
104382.512,122878.752,35.0872674
96002.822,115041.865,81.3873742
104256.951,122067.271,26.3405393
101435.516,99757.353,10
95189.583,101157.039,7
96901.982,90170.702,13
96505.218,95139.416,180.4908731
95731.263,93215.431,36.7228386
102665.821,108455.244,16.5
98614.682,107565.527,16.5
101504.116,99107.729,222.122503
95052.671,89689.026,11
101949.159,103161.434,87.4817093
100752.017,114803.936,39.4840107
94595.431,103929.056,19.6348198
97553.17,91420.21,8.6
97315.215,116833.629,15
96848.521,107962.885,13
101646.655,108828.787,27.2908186
94315.604,100345.719,24.4351895
95067.286,110988.015,50.61696
101387.826,112058.095,23.7139808
97444.633,94258.409,26.3488676
104540.681,123884.866,39.2588621
98503.547,106580.958,23.5180698
97645.806,106268.166,110.5344385
93680.093,99921.804,17
93837.735,113307.242,99.0716952
97546.123,94251.524,28.714708
95816.229,109663.7139,62.0087964
100831.3071,107622.9436,15
103830.37,117306.887,10
99248.712,98733.725,21.2927072
101466.131,99549.591,9.4
102387.937,107277.492,115.7
95494.771,89431.966,38.8407136
96021.21,95900.531,18.4753826
102359.61,123981.695,68.4573075
95007.951,101425.313,24.003618
101775.563,102871.471,25.9297064
100197.546,97721.495,10
98555.925,117460.571,18.6052272
89710.238,102158.074,8
101468.614,98972.708,9.2
101993.836,109049.558,17.519234
102459.067,105751.113,13.5
94218.121,115811.589,8.6
96605.982,100974.754,16.5
99318.543,93799.509,40
92250.64,89306.06,17
96875.9318,90204.6612,31.0397327
90356.784,99345.533,7.7
94861.89,102901.112,34.6212004
99007.677,105749.831,7.5
96332.78,101773.553,147.1808744
98015.238,117986.946,10
96090.095,114718.748,87.4765021
97172.7097,103403.7067,15
100884.623,99387.014,71.2764076
98175.409,105723.825,47.2115998
103187.702,106022.849,45
93951.57799999,107688.762,14
91434.025,97375.754,20.4301898
105776.317,114788.872,33.6354028
91176.2541,101223.1222,12
95585.424,115205.47,12.8
92642.603,96783.028,29.9193603
105708.56,109957.075,22.0720413
92965.256,101756.515,19.4301429
86969.493,100490.432,64.9767999
91360.562,105223.486,19.4380309
95123.496,107319.978,149.1038128
98748.995,117326.272,17
90653.019,101320.338,10
94678.547,108195.9,151.0726186
85804.9174,101698.9973,16.1607734
98919.602,107990.026,52.4573331
101739.715,103108.969,75.7376254
96148.302,91282.023,40.3841268
93359.894,104583.383,19.9054586
102151.634,103082.222,64.2589131
98464.572,99972.423,12
93530.891,112482.452,137.6698565
101618.5934,103196.6502,116.1311339
94200.426,94446.732,21.919081
103740.637,118390.765,40.2637063
96901.694,101150.046,58.5399561
101897.321,103084.505,18.9957611
97266.592,95793.076,35.2958233
97164.339,97494.163,227.9287336
98389.386,108446.58,30.1240279
105507.987,113290.16,22.3267538
90666.484,101520.97,15
102675.525,116983.639,15
100689.747,105635.919,142.2794216
100772.64,110465.317,40.3568757
94619.986,103512.858,23.1164751
99410.675,106376.788,239.6222074
98420.938,106412.315,50.4858399
99398.841,113170.036,14
96346.577,101228.686,20.9152755
96895.295,115022.766,24.4627466
102680.6,105010.371,21.2410924
97695.196,114597.869,11
96219.6039,100283.9244,11
97901.738,114820.093,23.2538455
85366.814,102074.334,56.3124607
94685.531,94366.642,10.5
96616.278,96828.139,9.3
101418.609,99771.627,291.0992569
95048.571,108219.681,40.7318532
99192.0689,102348.2587,20.5444788
93407.107,104353.734,21.6628023
92851.105,105399.124,74.9603661
101550.055,99118.582,9.6
102492.636,116367.204,9
93164.428,103861.475,80.3748125
94712.801,107731.737,9
103807.654,113288.412,34.5117483
94579.871,99442.55,62.8273423
93849.859,102524.814,34.6946607
93254.259,103605.6,21.4493788
105541.341,117284.169,17.3375467
97323.506,115075.745,53.7800213
99180.94,103604.543,97.9902597
100906.312,108620.049,13
97781.388,107847.11,33.7440364
101864.467,103131.631,8
97017.288,102528.149,12.7
95593.918,96341.043,7.4
96031.787,111393.519,73.2620579
103649.329,114623.597,13.3
97009.037,95410.215,125.115335
95109.466,112490.998,7.5
95915.762,101083.624,24.4910722
93528.488,107857.852,36.4095824
99619.172,93247.017,18.5353645
100710.727,112098.178,27.7893944
100113.239,103291.598,44.3037057
95431.544,102480.543,31.8515689
87028.5851,103792.8789,67.0187503
92921.617,93657.228,25.7109145
100337.06,116449.333,21.2659343
102861.47,119076.311,17
97643.586,94070.305,16
99732.784,113944.024,52.8678685
96144.664,100220.896,80.4944917
94647.102,98210.784,44.23634
105521.849,111739.765,346.1053041
99530.839,113459.318,13
97108.162,107954.36,29.8925275
98550.611,112134.405,55.2983259
89469.44,98696.619,63.8968763
97914.908,103306.256,17.9765269
100810.114,109911.368,59.8060981
102687.581,115474.483,72.701283
99176.33,98522.372,44.7009714
98651.506,107088.81,99.2633733
98166.257,111060.785,35.0077693
101377.697,111999.459,48.8023628
101534.104,99117.687,16
98151.607,106717.501,96.935044
99599.11,97375.27,15.5
97890.363,101346.279,16
93079.244,103562.991,11
92851.233,104657.805,30.643733
96681.931,98678.13,140.6314128
92469.55,106999.3,19.8293179
101497.075,115588.872,39.9829312
96016.291,109552.194,41.0960254
95166.946,87898.69,25.3276815
97605.647,93920.582,11
96608.193,97326.329,40.8490027
101681.926,108741.446,29.8581879
101067.536,117550.238,19.330521
89353.256,105432.897,50.7953879
98865.662,105722.528,34.5117483
101309.646,98621.242,17
99998.876,112159.152,58.610063
104170.392,121636.548,38.8541079
96125.242,117241.653,12
94605.461,108459.256,32.7671504
99825.607,109346.499,57.33528
103793.3,119188.11,11.9
92179.801,101662.961,91.629159
97745.051,96308.98,11
85690.8448,103108.2928,16
96335.3336,107651.6118,40.2637063
95398.477,89483.136,13
98360.722,106118.742,26.3652093
93307.918,97534.776,12.9
95312.31,112229.621,26.6224987
92822.135,100142.8007,12
101667.01,116747.9,22.969908
105784.893,111646.501,8.3
99076.52,115412.875,19.7335574
96921.233,89987.05,27.2707933
97147.207,90442.562,12
93732.104,107477.696,7
96112.676,113696.833,37.5259576
99620.492,93251.208,21.262425
103333.284,114978.097,14
95368.759,89375.512,55.9529098
98618.059,107589.368,12.9
90280.676,96519.926,14.5
96914.869,118240.314,8.7
101357.646,112230.952,9
103216.078,115949.562,43.2112294
90500.384,101241.055,156.4521106
85747.659,104391.949,32.4178329
103704.484,115355.902,168.2085427
89530.897,103603.604,7.3
92433.647,99510.616,10
94296.214,94432.727,13
91362.269,105224.58,19.4380309
94074.54,114247.016,44.7664113
96091.08,93850.13,7
104060.519,123435.255,17
96658.35,102894.498,26.0023318
103167.025,118663.012,99.9917755
96577.5365,114154.1082,10.5
94900.11,101865.558,16
101415.863,111243.819,33.861004200000004
103772.962,114890.265,44.6680435
102706.974,111895.327,27.1286127
92384.727,103559.127,13
98356.7,106457.372,51.1445223
101960.36,119010.78,10
94032.054,105673.319,22.1877831
102235.547,107522.147,55.65
105748.977,118255.991,7
101697.597,114514.56,26.8999016
96205.311,106235.153,71.8087842
96033.373,95417.998,20.209
100897.123,117348.301,24.5873104
96806.346,110646.675,16
91423.582,107392.727,19.8293179
96862.418,95186.071,16
98958.0899,111358.3144,15
94809.048,112542.285,7.1
99648.13,116188.406,15.6
92261.54,99064.399,23.1611502
94634.107,92339.681,59.7190155
103183.066,113387.417,33.6137336
100617.734,106364.4,34.0738987
102979.986,106109.851,9
94923.382,96517.935,32.4919696
95020.984,114460.35,32.3220981
102495.415,115847.315,58.476088
98523.185,117710.805,13
101248.173,98880.032,33.0626361
98626.159,92329.036,38.9053449
97870.387,111607.056,28.8117716
102863.525,111773.303,32.6792022
101202.387,118221.266,15
101760.048,103230.026,12.3
101392.5774,112398.9321,12.6
96929.51,90670.632,15
92075.574,104771.974,54.0023355
98275.45,111023.103,52.6810787
89160.256,101975.076,64.1424143
90518.081,104928.917,9.3
97547.836,94202.234,16
99445.987,113333.926,24.4666033
103528.124,124693.405,54.3251813
95963.931,106888.225,16.5
97641.59,94031.39,16.5
88987.0404,104853.1814,9
98463.162,89936.118,25.9986318
95195.3425,92216.701,9
101469.373,98980.131,12
96075.353,101696.118,28.8675417
98134.409,95320.022,8
97075.389,95559.227,11.5
99529.522,113052.297,21.4429355
99715.294,106823.343,7.5
96668.1,102398.341,51.0382423
90602.258,104170.547,21.262425
102400.145,109358.149,103.7868788
99419.195,107869.037,14
98772.87043293,105270.83586172,10
89643.317,109354.612,17
102866.228,111683.399,15
103611.041,108150.817,270.9108525
94226.822,94503.632,67.9956241
97844.907,93790.734,23.0610718
96513.518,111150.877,17.1554381
99575.706,113495.318,13
94375.57,99788.155,8
90603.95,100600.24,7
100650.671,114385.944,16
94996.548,89656.187,56.642913
99486.903,112948.66,27.5339713
97873.731,107927.434,16
96117.648,93219.478,12.7
102076.0752,115921.7678,40.2637063
89898.7816,97901.8566,119.9400412
96897.551,90201.425,12
89232.2831,103011.9661,15
105697.058,118323.886,11
101424.164,99626.865,9
95859.997,101437.48,15
100976.749,99331.558,26.0209955
93802.665,106036.614,27.0209577
94007.387,99760.004,12.8
93583.794,103308.687,10.5
95471.657,100305.482,47.1543333
95849.425,103528.466,29.9100354
95786.865,104305.279,15
101520.881,100750.677,172.1106793
89017.302,99035.096,13
106028.187,114156.585,60.6848493
103195.8447,118338.0117,50.3020546
100093.231,109584.606,129.6788594
103943.478,114738.632,62.387569
95221.777,89539.574,19.6609672
98302.413,111534.225,40.3166912
99100.993,106421.966,26.8036694
91662.037,99906.281,20.9378079
97066.814,118272.257,22.3267538
97943.568,93312.375,26.7880366
99443.639,98666.8396,21.0556502
99584.395,113512.397,10.5
100256.336,113793.925,52.7574075
97561.04,92251.319,190.3658244
103716.524,122448.066,10
102290.7191,110236.1021,16
94064.366,97677.803,117.1522025
97429.852,95800.696,9
97075.262,93904.045,26.8354021
101425.38,99038.085,7.3
97562.301,94327.726,24.1388626
97572.9,91575.133,185.9366794
95841.128,112498.968,61.3925276
94591.838,107501.629,7.8
97262.234,114136.259,18.7564435
97530.467,115358.398,29.9484544
105045.401,113315.397,5
94332.885,107762.361,52.0654594
105060.765,116086.634,45.268196
92750.771,103294.227,11
95413.375,94342.85,7
97229.445,114021.698,18.7564435
88247.625,102136.197,77.4934177
95526.219,96377.761,9.7
95113.898,107410.053,22.3832057
97600.504,99284.945,24.4162122
96040.794,101043.233,11
93922.028,100240.166,13
86124.169,103658.594,23.0078322
100675.256,102348.983,8.5
96711.876,97531.048,12
98358.657,117336.258,63.2042457
85167.6939,101429.8532,8
98427.603,106370.198,7
94967.261,86827.542,17
90613.8088,98815.509,15
100222.597,111467.548,44.9431849
99672.47,106370.855,243.2568012
101943.372,110884.055,10
93821.4,113297.41,43.4973723
97993.507,106503.703,50.4171914
96897.184,105212.333,33.9407914
92748.625,102159.738,75.367725
91695.098,109824.84,122.1005814
96504.37034642,96685.8655896,40.2637063
102679.169,115776.617,16
104990.228,117923.99,15.7
97780.161,98416.304,17.2438362
103091.587,112715.545,18.6052272
97857.959,106935.702,51.8179532
102184.075,104989.102,20.3597586
104073.7463,117930.6216,17
101426.392,99102.163,12.1
92900.731,103953.804,40.2169643
99790.0963,114214.2958,27.9175272
93125.1855,105257.0241,10
95289.123,112201.672,25.2767771
91427.5435,99808.1951,12.5
96498.757,101757.247,15
89330.375,99785.869,45.734796
99007,114912.645,50.4607274
101890.337,103205.958,7.5
93945.4508,101332.7418,12
99524.665,105215.407,23.914022
94029.586,97604.831,27.7181456
90578.05,98458.19,12
91812.4598,102043.676,10
101559.859,100348.024,23.4297995
95134.82,107479.2,14.9389188
94670.949,113537.243,42.1448629
105274.949,116185.184,21.2243475
101251.257,111840.219,37.6233381
104588.218,111151.564,94.7373086
96263.245,102191.806,10.5
101079.895,117615.797,31.6768881
92871.509,104042.34,17.86772
105096.242,114498.865,29.632239
85683.861,101604.832,21.1303155
90367.866,106376.088,17
95912.698,118175.324,20.8193449
95497.02,92314.82,17.3826279
90021.656,102648.701,50.3939157
97671.29,118142.504,21.165885
95962.73,101374.967,24.2418565
96921.731,114390.013,89.8427233
98115.08,92604.18,110.7878414
98107.62,113658.19,9
93861.907,95605.201,21.364311
94906.642,105360.089,34.0068677
94469.619,114221.065,53.9318218
96198.669,111484.697,14
98595.729,106894.319,18.2493763
94696.27,102841.92,16.5
98953.174,96986.173,13
99572.461,113457.643,29.2055801
104846.241,123663.286,9.2
91090.22,100807.67,17
93958.855,95540.865,17.9355165
96140.89,112383.11,29.6827808
96930.349,103726.098,15
89875.274,96575.408,26.6168965
95759.685,106075.404,14
97049.665,95459.964,124.0945806
92739.368,103044.309,34.0681129
92189.43,93375.133,13
90146.935,98027.361,7
99694.036,111868.56,77.2733246
104552.201,115584.01,90.6779101
89707.267,98041.899,35.4658742
91294.155,97920.021,41.5192165
91668.779,96694.198,21.2659343
99561.103,113508.684,21.6118886
99508.918,112201.466,30.9093298
95423.018,90310.267,17.963861
90452.7729,99895.1162,21.0556502
95625.352,99701.603,16.9
93784.87,101777.707,20.0685363
101381.257,106283.27,23.5180698
101694.605,109148.358,50.8514086
96350.054,95016.8784,22.2849798
97555.823,91426.968,17.6382375
87013.366,104078.647,50.2618739
95660.156,100762.06,160.2401141
100572.119,114757.209,17
95208.994,88795.798,16.5
97978.799,105646.33,43.1160468
102128.072,113081.492,22.8323406
96592.547,107145.438,34.4548619
101230.935,103816.691,17.3826279
91815.54,109400.57,81.4368294
97202.22,90327.665,28.9267095
96812.357,100007.954,21.0660316
100123.793,112731.476,14.5
96756.394,102621.215,41.035877
99608.863,110216.069,39.1849621
96634.829,115152.543,15.8
97030.583,107934.085,84.1951205
89334.99,97940.033,9
97134.323,111763.858,69.7262548
99992.838,113854.95,239.4031518
103173.726,115299.066,12.5
97152.293,104954.221,72.7065428
102624.455,115254.184,17
86768.978,103986.799,19.1850135
99302.743,105677.35,23.1044514
101426.127,99039.573,56.1002062
97891.944,95433.651,185.2289466
102652.176,105807.511,18.6052272
91161.3238,106314.1531,93.0131946
98506.847,108047.73,23.9046062
93067.154,102679.062,16.3
89702.333,98170.411,15
86197.7931,101471.4689,17
104034.868,118848.929,27.5555972
102034.053,103046.361,10
101048.415,113389.166,111.650445
102275.54,116170.689,50.3806439
89102.959,102436.954,14
94611.698,114874.181,10.7
97497.847,91632.963,166.0555785
98303.045,104108.434,26.0023318
101371.9,112926.495,41.8592899
95682.095,100742.701,120.8205403
95835.638,118240.845,22.210928
97301.395,96089.984,27.3460903
105471.437,109995.187,17
99643.948,106362.782,181.2760919
91403.957,99465.694,94.8187984
98964.468,99291.001,81.4368294
100878.166,117391.086,22.8311252
100860.361,112330.679,16
100696.699,103389.255,40.3608855
101988.272,103059.652,16.5
94672.27,113083.44,17
86576.654,104207.593,23
98599.187,98330.236,52.4082552
105689.491,117371.588,119.0396149
95330.607,89389.384,85.5974258
95542.101,99719.107,10
100335.572,97740.942,17
94817.722,116891.364,26.9200387
89368.18,106071.643,13
94766.73,100595.945,78.6562375
103821.59,110145.067,137.2004472
101558.081,102970.637,53.836551300000004
103483.513,116069.06,70.8926582
93578.8407,106978.3808,34.9172168
94385.692,99865.493,19.0120689
97595.782,118143.761,37.070729
93469.462,97090.486,29.6827808
99557.284,113479.073,15
100453.939,113217.539,93.4224348
95428.98,89482.034,17
91190.795,101276.064,35.1660378
106201.764,107693.6,137.1594925
99935.468,107604.515,40.1644365
99347.025,108051.693,49.7244533
94312.017,100291.763,42.745318
105077.835,109841.015,18.6052272
99653.7214,107601.2703,12
102482.223,114870.425,17
103015.878,124798.008,27.6107315
86365.94,103055.603,15
98384.846,116435.746,129.4554162
100461.728,112553.122,11.5
102676.805,116979.526,51.1021694
105175.383,115529.697,5.5
101780.212,115026.489,74.6577403
91405.781,107602.667,28.503662
96160.537,114802.637,15
101954.701,121894.658,24.7556926
104141.3099,122367.9689,10
102489.431,108613.84,20.7314897
95603.157,106285.016,45.6234407
96100.25999999,100022.842,36.2329504
101374.8346,98771.3612,17
97371.5865,90452.1501,12
102180.613,117624.715,105.8788485
97930.566,114875.195,10
89689.559,98013.332,37.6128381
101775.293,103220.052,24.1652068
99743.126,113954.058,12.5
99864.0912,114306.2031,33.0343984
103005.751,106103.339,16
94111.746,101932.643,25.9986318
102946.965,109589.725,21.4990503
93437.517,97770.779,21.7294866
101293.3288,112254.5985,12
103563.675,110517.571,53.7347002
99677.059,107049.464,59.7190155
100701.869,102382.526,12
106209.379,114099.208,51.0113173
99209.297,107115.571,63.691209
98469.144,107740.057,186.1814935
97160.723,112817.706,26.3368111
94259.93,97627.42,15
99474.805,106787.005,89.5745636
94691.375,114438.677,42.791983
102629.489,109089.669,75.8061667
100997.419,101624.5,195.9212848
98516.572,90942.168,35.619337
98973.291,114623.848,37.070729
98005.376,117936.183,13
88293.116,101142.709,65.6704257
85319.307,101241.433,9.2
98645.452,94022.778,38.1993889
95859.686,113576.919,16.5
95546.216,108867.083,63.4769927
104391.23,115277.6,7
97581.314,92261.529,60.1636244
98341.4735,90600.7299,11
101863.1981,116045.833,15
97081.098,117901.878,9.5
95563.219,89263.243,28.7597902
101913.19,105204.825,19.1014113
92838.102,97911.394,7.2
96058.792,117376.752,19.0753038
102014.436,103182.218,34.0370319
102034.063,109499.34,13
95774.4133,108509.29,21.0556502
104422.3057,120215.0872,79.1890565
105717.972,109954.484,7
97627.947,117288.372,16
97750.963,91749.371,109.0512762
100722.928,96726.674,16.8
91236.114,96738.418,10.6
98043.596,95554.829,75.5681781
99290.724,107134.907,10
100174.814,97717.723,8.5
98642.182,107389.465,154.2521796
95423.028,89316.941,13
95131.833,113962.761,17
92728.9456,96723.2334,17
101063.484,117552.294,21.079222
97870.358,98690.237,41.1129122
100073.097,114663.596,20.9378079
92815.852,98045.484,17
96081.74,113105.715,15
101791.027,103108.106,33.6137336
102859.427,119082.159,11
96697.668,103368.35,17.8091474
91663.686,90500.95,10
97949.698,93437.366,35.8271866
88075.311,105134.394,10.4
103107.518,124998.229,14.8
96010.969,114886.675,11
89172.802,102181.385,7.5
96273.002,117494.431,17
94699.557,105992.959,21.6544792
95249.064,99739.393,14.7
94919.797,103012.056,28.642624
97586.046,92248.681,56.5892568
95224.207,94090.035,18.1041469
95682.176,102421.492,42.9382513
93691.213,109231.945,20.4245014
95631.219,110576.663,110.7987327
101550.393,112386.687,26.9032748
93553.655,105971.881,14.9
96267.448,114584.02,59.5412795
93121.307,110838.879,11.2
101077.777,111834.779,17.8508606
97886.629,93513.932,19.0468325
96056.361,95496.043,35.619337
92891.171,106228.565,73.9475293
104536.511,123774.133,79.3384446
103921.856,110721.277,7
96732.581,101576.1744,72.3435958
96017.429,113475.197,55.9332576
99542.999,106290.996,200.6558952
101089.813,111698.89,42.8855721
97395.19,94329.075,8
98022.315,93261.779,22.0277055
101958.91,117226.488,16.7
101051.984,117290.235,25.0055495
98723.914,105822.624,15
100596.416,110010.794,21.8827062
105446.247,112536.775,27.467204
104098.703,123305.941,78.8888811
98085.581,97455.46,23.3551579
92888.558,102816.751,10.8
97648.267,96931.374,31.6578773
96588.171,96838.991,9
97966.067,114794.671,31.6867815
100809.448,105459.1,17
95927.359,114627.832,49.2533439
100551.4601,117111.5643,25.9986318
99806.516,106175.16,15
98120.226,116333.691,53.5691127
91504.8352,107426.3515,12
97342.48,94726.866,14
92118.39,96731.6,16.5
93509.464,113822.156,162.0421104
93973.12,105829.466,17
104647.322,113383.73,33.7298003
94366.364,115638.516,35.1952879
99399.5,113272.492,36.7366083
97558.369,96332.303,18.7564435
95417.904,89336.866,11
96585.993,117603.919,21.4990503
87646.419,103916.245,43.1607951
99648.361,106339.377,161.0623547
96146.2688,109577.2163,16.5
102398.437,111212.594,34.4548619
94551.00299999,86826.934,11.6
100428.218,97817.412,9.4
99678.1342,112552.8434,31.0397327
97386.527,117399.388,146.3255265
96117.056,89449.298,7
101561.231,103141.924,107.7039071
102818.679,118742.813,45.5983736
95168.642,87878.583,10.3
97795.656,116477.312,16
96379.853,118001.702,307.2434119
91342.818,101858.113,27.7529342
94903.018,101822.498,29.996067
85378.763,101443.653,44.1545152
98224.18,107485.112,130.2561324
98111.345,110647.365,22.2023474
95358.827,113528.287,18.2423599
93534.013,98775.916,43.1454575
97485.884,114318.206,13
98993.776,116260.168,26.091105
104191.59,111389.056,12
94973.599,111489.895,12.5
91416.876,97690.57,28.8675417
92305.459,97734.608,9
93040.135,102832.436,14.1
94845.252,113556.141,246.4080938
101513.446,99829.164,10.5
89632.141,101022.988,9
98280.037,111983.713,48.0895121
89491.57,103883.65,15
97231.729,100793.5774,91.2265831
99088.31,92406.795,242.9763199
98658.344,106238.631,8
94461.828,114211.378,50.6829489
97996.264,94325.774,66.9700916
100361.3046,115246.6096,21.0556502
103365.113,125088.959,33.3035211
99575.043,97677.286,78.837445
97164.679,94690.362,17
97851.168,106900.379,48.870379
93095.29,103977.846,46.6484785
98851.098,92708.629,39.6084769
85664.26,103911.393,17.2377655
100738.088,107529.6789,31.0043982
103411.98,114891.548,7.8
94879.158,108198.172,13.8
96883.773,118321.41,42.1893951
103140.653,117296.684,116.7957739
90488.027,101233.772,11
92070.235,101406.0984,9.5
100027.955,112158.74,10.7
102701.471,117063.179,15
96052.747,109436.235,20.5226548
92491.421,99197.175,37.247752
94718.115,100162.925,16
104146.652,123564.92,102.7683479
95058.354,90778.215,35.1333865
95621.861,105530.967,12
101874.186,103180.226,20.620418
98293.842,105507.914,145.3581769
91483.233,97189.369,7
104033.98,108728.509,24.0562847
96596.64,90869.88,41.6386898
101067.611,100136.531,44.9844247
101092.77,111028.646,32.8817803
103087.827,108270.192,34.3729606
96595.6613,90544.0143,7
96322.316,113784.992,25.9650003
91010.943,101544.123,36.8576952
101333.184,99590.492,9.7
104818.2651,119230.5709,15
93899.024,107628.857,73.1296544
95691.197,112896.411,41.5192165
99432.433,105664.191,24.6633115
99228.91899999,115648.253,58.0034542
99570.243,109404.184,36.2478102
102635.861,116676.442,40.8490027
97849.7,105269.945,17
101462.092,112724.683,39.7620464
99021.285,103943.079,9.2
99698.565,111852.254,16
92300.743,98889.302,17.952196
101711.84,103092.72,24.7556926
97243.459,104944.737,17.3835678
97914.76,93344.199,26.3815644
95295.239,95999.818,7
104081.14,115371.88,24.7556926
98332.536,106323.231,17
105782.352,114166.041,51.0113173
94747.182,107133.165,19.6818301
102953.916,124504.516,46.3038347
104958.08,114980.46,14.9
91915.073,104931.308,19.8367696
97442.135,104927.17,26.3368111
95389.223,115561.124,17
92860.319,103704.993,17
97323.082,91584.011,130.4078962
